,0.5km지하철,1.0km지하철,1.5km지하철
45402,1,1,2
45403,0,1,1
45404,0,1,2
45405,1,1,3
45406,0,2,2
45407,0,2,3
45408,0,1,2
45409,1,2,2
45410,1,2,2
45411,1,2,2
45412,1,2,2
45413,1,1,1
45414,0,2,2
45415,1,1,1
45416,0,1,1
45417,0,2,3
45418,2,2,2
45419,1,1,2
45420,0,1,1
45421,1,1,2
45422,0,1,2
45423,0,1,2
45424,0,1,1
45425,0,1,1
45426,0,1,2
45427,1,1,1
45428,1,1,1
45429,1,1,2
45430,0,2,2
45431,0,1,2
45432,1,1,1
45433,0,1,1
45434,0,2,3
45435,0,3,3
45436,0,1,2
45437,1,1,2
45438,0,2,2
45439,0,1,1
45440,0,1,2
45441,0,1,2
45442,0,1,2
45443,0,1,1
45444,0,2,2
45445,0,1,1
45446,1,2,2
45447,0,1,2
45448,0,2,2
45449,1,1,1
45450,0,2,2
45451,0,0,1
45452,1,1,2
45453,0,2,2
45454,0,2,2
45455,1,2,3
45456,1,1,2
45457,0,2,2
45458,0,2,2
45459,1,1,2
45460,1,1,2
45461,0,2,2
45462,1,1,2
45463,0,1,1
45464,0,2,2
45465,0,1,1
45466,1,1,2
45467,0,1,3
45468,1,1,1
45469,0,2,2
45470,0,1,2
45471,1,1,2
45472,1,1,2
45473,1,2,2
45474,0,1,2
45475,0,1,2
45476,1,1,1
45477,0,2,2
45478,1,1,2
45479,1,1,1
45480,0,2,2
45481,0,0,1
45482,1,1,1
45483,1,1,2
45484,1,1,2
45485,1,1,1
45486,1,2,2
45487,1,1,2
45488,1,1,1
45489,1,1,1
45490,0,1,1
45491,0,1,1
45492,1,1,3
45493,0,2,2
45494,1,1,2
45495,1,1,3
45496,0,1,1
45497,0,1,1
45498,1,1,1
45499,1,2,2
45500,1,1,2
45501,0,1,2
45502,1,1,3
45503,1,1,1
45504,1,1,1
45505,1,1,1
45506,0,1,1
45507,0,1,1
45508,0,2,2
45509,1,2,2
45510,0,2,2
45511,1,1,1
45512,0,2,2
45513,0,1,1
45514,0,1,1
45515,0,2,2
45516,1,1,3
45517,0,2,2
45518,0,1,2
45519,0,2,2
45520,1,1,1
45521,0,1,2
45522,0,1,1
45523,0,1,1
45524,1,1,2
45525,0,2,2
45526,1,1,2
45527,1,1,1
45528,0,1,1
45529,1,1,3
45530,1,1,3
45531,1,1,2
45532,0,1,1
45533,0,2,2
45534,1,1,2
45535,0,2,2
45536,1,2,2
45537,1,1,3
45538,0,1,2
45539,0,1,1
45540,1,2,2
45541,0,1,2
45542,0,0,1
45543,0,1,2
45544,1,2,2
45545,1,1,2
45546,1,1,3
45547,1,2,2
45548,0,1,1
45549,0,2,2
45550,1,1,2
45551,1,1,1
45552,1,1,1
45553,1,1,1
45554,1,1,3
45555,0,1,1
45556,0,1,1
45557,1,1,1
45558,0,1,1
45559,0,1,1
45560,0,2,3
45561,0,1,1
45562,1,1,2
45563,0,1,2
45564,2,2,2
45565,1,1,2
45566,1,1,2
45567,0,2,2
45568,0,1,1
45569,0,1,2
45570,1,1,3
45571,0,1,2
45572,1,1,3
45573,1,1,2
45574,1,1,2
45575,0,1,3
45576,1,2,2
45577,0,2,2
45578,1,1,2
45579,1,2,2
45580,0,2,2
45581,2,2,2
45582,1,1,2
45583,1,1,2
45584,0,1,1
45585,0,1,2
45586,1,2,2
45587,1,1,2
45588,1,1,2
45589,1,2,2
45590,1,2,2
45591,2,2,2
45592,0,1,3
45593,0,1,2
45594,0,2,3
45595,1,1,2
45596,1,1,2
45597,1,1,1
45598,0,1,1
45599,1,1,2
45600,0,1,1
45601,0,1,1
45602,1,1,3
45603,1,2,2
45604,1,1,2
45605,1,1,1
45606,1,1,2
45607,0,2,2
45608,1,1,2
45609,1,1,2
45610,1,1,2
45611,1,1,1
45612,1,1,2
45613,0,1,1
45614,0,1,1
45615,0,1,1
45616,1,1,2
45617,0,1,2
45618,1,1,3
45619,1,1,2
45620,0,2,2
45621,1,1,2
45622,1,1,2
45623,0,2,2
45624,1,1,2
45625,1,2,2
45626,1,1,2
45627,1,2,2
45628,0,2,2
45629,0,1,1
45630,1,1,2
45631,0,1,1
45632,0,1,1
45633,1,1,2
45634,1,1,3
45635,1,1,3
45636,0,1,1
45637,1,1,2
45638,2,2,2
45639,1,1,2
45640,1,1,1
45641,1,1,1
45642,1,1,2
45643,0,1,1
45644,1,1,2
45645,1,1,2
45646,1,1,2
45647,1,1,1
45648,0,1,1
45649,0,2,2
45650,0,1,1
45651,1,1,3
45652,1,1,2
45653,1,1,2
45654,1,1,3
45655,0,2,3
45656,0,1,1
45657,0,1,2
45658,1,1,3
45659,1,1,2
45660,0,2,3
45661,0,1,1
45662,1,1,3
45663,1,1,2
45664,0,1,1
45665,0,1,1
45666,1,1,2
45667,1,1,2
45668,0,2,2
45669,0,1,1
45670,1,2,2
45671,0,1,2
45672,1,1,2
45673,1,1,2
45674,1,1,2
45675,0,1,1
45676,1,2,2
45677,1,1,2
45678,1,1,2
45679,1,2,2
45680,1,2,2
45681,0,2,2
45682,1,1,2
45683,0,1,1
45684,1,1,2
45685,0,2,2
45686,1,1,1
45687,0,0,1
45688,1,2,3
45689,0,2,2
45690,0,2,2
45691,1,2,2
45692,1,2,2
45693,0,1,2
45694,0,1,2
45695,1,1,1
45696,1,2,3
45697,1,2,3
45698,1,2,3
45699,1,2,3
45700,1,2,3
45701,1,2,3
45702,1,2,3
45703,1,2,3
45704,1,2,3
45705,1,2,3
45706,0,1,2
45707,0,1,2
45708,0,2,2
45709,1,2,2
45710,0,0,1
45711,0,2,2
45712,0,2,2
45713,0,0,1
45714,1,2,3
45715,0,1,1
45716,0,2,3
45717,1,2,2
45718,0,1,1
45719,2,2,2
45720,0,2,2
45721,1,2,2
45722,0,2,2
45723,1,1,2
45724,1,1,2
45725,1,1,2
45726,0,1,1
45727,1,2,3
45728,1,1,2
45729,1,1,2
45730,1,1,3
45731,1,1,2
45732,1,1,2
45733,1,2,2
45734,0,2,2
45735,0,2,2
45736,0,2,2
45737,0,2,2
45738,0,2,2
45739,0,1,2
45740,1,1,1
45741,0,1,1
45742,1,2,2
45743,1,1,3
45744,2,2,2
45745,0,1,1
45746,0,2,2
45747,0,2,2
45748,0,2,2
45749,1,1,2
45750,0,2,2
45751,0,1,2
45752,0,2,2
45753,1,1,2
45754,1,1,1
45755,0,2,2
45756,0,2,3
45757,1,1,2
45758,1,1,1
45759,0,2,2
45760,1,1,3
45761,1,1,1
45762,0,0,1
45763,0,2,2
45764,1,1,2
45765,1,1,2
45766,1,2,2
45767,2,2,2
45768,1,2,2
45769,1,2,2
45770,0,1,1
45771,0,2,2
45772,0,1,1
45773,0,1,2
45774,0,1,1
45775,0,2,2
45776,0,1,2
45777,1,1,2
45778,1,1,2
45779,0,1,1
45780,1,1,2
45781,1,1,2
45782,0,2,2
45783,1,2,2
45784,1,2,2
45785,0,1,2
45786,0,1,2
45787,1,1,2
45788,1,1,1
45789,1,1,3
45790,1,1,1
45791,1,1,2
45792,1,1,1
45793,1,1,2
45794,0,1,1
45795,0,2,2
45796,0,1,1
45797,0,1,2
45798,0,2,2
45799,0,2,2
45800,1,1,2
45801,0,2,2
45802,1,1,3
45803,0,2,2
45804,2,2,2
45805,0,1,1
45806,2,2,2
45807,0,2,3
45808,1,1,3
45809,0,2,2
45810,1,1,2
45811,1,1,1
45812,0,1,2
45813,1,1,2
45814,0,1,1
45815,1,1,1
45816,0,1,1
45817,0,2,2
45818,0,2,2
45819,0,1,2
45820,1,1,3
45821,1,2,2
45822,0,1,2
45823,1,2,2
45824,1,2,2
45825,1,2,2
45826,1,1,1
45827,1,1,1
45828,1,2,2
45829,1,2,2
45830,1,2,2
45831,0,1,2
45832,0,1,2
45833,0,2,2
45834,0,1,2
45835,1,1,1
45836,0,1,1
45837,0,1,1
45838,1,1,1
45839,0,2,3
45840,0,1,2
45841,1,1,2
45842,0,1,2
45843,0,2,3
45844,1,1,2
45845,1,1,2
45846,1,1,2
45847,0,1,1
45848,1,1,2
45849,0,2,2
45850,1,1,3
45851,0,1,2
45852,0,2,2
45853,0,1,2
45854,0,2,2
45855,0,2,2
45856,0,2,2
45857,0,1,1
45858,1,1,3
45859,1,1,1
45860,1,1,3
45861,1,1,2
45862,0,1,1
45863,0,2,2
45864,1,2,2
45865,1,2,2
45866,1,2,2
45867,0,1,1
45868,1,1,2
45869,1,1,2
45870,0,1,1
45871,1,1,2
45872,0,2,2
45873,0,1,2
45874,1,1,1
45875,0,1,1
45876,0,1,2
45877,0,2,2
45878,0,1,1
45879,0,1,1
45880,1,1,1
45881,0,2,2
45882,0,1,1
45883,1,1,1
45884,1,1,1
45885,1,1,1
45886,0,1,1
45887,2,2,2
45888,1,1,2
45889,0,1,1
45890,1,1,1
45891,1,1,2
45892,1,1,2
45893,1,1,2
45894,1,1,2
45895,1,1,2
45896,0,2,3
45897,1,1,3
45898,0,1,2
45899,0,1,1
45900,1,1,2
45901,0,1,1
45902,0,1,2
45903,1,1,2
45904,1,1,2
45905,1,1,2
45906,1,2,2
45907,1,1,3
45908,0,2,2
45909,1,1,1
45910,1,1,3
45911,1,1,3
45912,1,1,3
45913,0,1,1
45914,0,2,2
45915,1,2,2
45916,1,2,2
45917,1,1,2
45918,0,0,1
45919,1,1,2
45920,1,2,2
45921,0,1,1
45922,0,1,1
45923,1,1,2
45924,1,1,3
45925,0,1,2
45926,0,1,1
45927,0,1,1
45928,0,1,2
45929,0,0,1
45930,1,1,1
45931,0,0,1
45932,1,1,1
45933,1,1,2
45934,1,1,1
45935,1,2,2
45936,0,1,1
45937,0,0,1
45938,1,1,2
45939,0,1,1
45940,1,1,2
45941,0,2,2
45942,0,1,2
45943,0,1,2
45944,2,2,2
45945,1,1,2
45946,1,1,2
45947,1,1,2
45948,1,1,2
45949,0,2,2
45950,1,1,2
45951,1,1,3
45952,1,1,2
45953,1,1,2
45954,0,1,1
45955,1,1,2
45956,0,1,3
45957,0,1,1
45958,0,1,1
45959,0,1,1
45960,1,1,1
45961,2,2,2
45962,2,2,2
45963,1,1,2
45964,2,2,2
45965,0,0,1
45966,0,1,1
45967,1,2,2
45968,1,1,3
45969,0,1,1
45970,1,1,2
45971,0,1,1
45972,0,1,2
45973,0,0,1
45974,0,2,2
45975,1,1,2
45976,0,1,1
45977,1,1,1
45978,1,1,2
45979,0,2,3
45980,0,1,1
45981,0,1,2
45982,0,0,1
45983,0,2,2
45984,1,1,3
45985,1,1,2
45986,0,2,3
45987,0,1,2
45988,1,2,3
45989,1,2,2
45990,1,1,2
45991,1,1,1
45992,0,1,1
45993,1,1,3
45994,1,1,1
45995,1,1,3
45996,1,1,1
45997,1,1,1
45998,0,1,1
45999,1,2,3
46000,1,1,2
46001,1,1,1
46002,0,1,1
46003,1,1,2
46004,1,1,2
46005,1,2,2
46006,0,2,2
46007,0,1,1
46008,0,1,1
46009,1,1,1
46010,0,2,2
46011,1,1,1
46012,1,2,2
46013,1,1,1
46014,0,2,2
46015,1,2,2
46016,1,2,2
46017,0,2,2
46018,0,2,2
46019,0,1,1
46020,0,1,2
46021,1,2,2
46022,1,1,3
46023,0,2,2
46024,0,2,2
46025,1,1,2
46026,0,1,1
46027,0,2,2
46028,0,1,2
46029,1,1,2
46030,1,1,3
46031,0,2,2
46032,0,2,2
46033,1,1,3
46034,0,2,2
46035,0,1,1
46036,1,1,2
46037,1,1,2
46038,0,1,1
46039,0,2,2
46040,1,1,2
46041,0,2,2
46042,0,2,2
46043,0,2,2
46044,1,1,2
46045,0,2,3
46046,0,2,2
46047,0,0,1
46048,0,1,3
46049,0,2,2
46050,0,1,2
46051,1,1,1
46052,1,1,2
46053,0,2,2
46054,1,1,2
46055,0,1,2
46056,0,1,2
46057,0,1,2
46058,0,1,2
46059,0,1,2
46060,0,2,2
46061,0,2,2
46062,1,2,2
46063,1,2,2
46064,1,2,2
46065,1,2,2
46066,1,2,2
46067,1,2,2
46068,1,2,2
46069,1,2,2
46070,1,2,2
46071,1,2,2
46072,0,1,1
46073,1,1,3
46074,1,1,2
46075,1,1,2
46076,0,1,1
46077,0,2,2
46078,0,2,2
46079,0,2,2
46080,1,2,2
46081,0,2,2
46082,1,1,3
46083,0,2,2
46084,0,1,2
46085,0,1,1
46086,0,1,1
46087,0,1,1
46088,1,1,3
46089,0,1,1
46090,0,1,2
46091,1,1,2
46092,0,1,1
46093,1,2,2
46094,1,1,2
46095,1,1,3
46096,2,2,2
46097,0,2,2
46098,1,1,2
46099,1,2,2
46100,1,1,2
46101,1,1,2
46102,1,1,3
46103,1,1,1
46104,0,2,2
46105,1,1,2
46106,1,1,2
46107,0,0,1
46108,1,1,2
46109,1,1,1
46110,0,1,1
46111,1,1,2
46112,1,2,2
46113,1,1,3
46114,1,1,2
46115,0,2,2
46116,1,1,3
46117,1,1,2
46118,0,2,2
46119,0,1,1
46120,1,1,2
46121,1,1,1
46122,1,1,3
46123,1,1,2
46124,0,2,2
46125,0,1,2
46126,1,2,2
46127,1,2,2
46128,0,2,2
46129,1,2,2
46130,1,1,3
46131,1,1,2
46132,0,0,1
46133,0,1,2
46134,1,1,1
46135,0,1,1
46136,1,1,2
46137,1,2,2
46138,1,1,2
46139,0,1,1
46140,1,1,2
46141,0,1,2
46142,0,1,1
46143,1,1,2
46144,1,1,3
46145,0,1,2
46146,0,2,3
46147,0,1,1
46148,0,2,3
46149,1,1,3
46150,0,1,2
46151,1,2,2
46152,0,1,1
46153,1,1,2
46154,0,1,2
46155,0,2,2
46156,1,1,1
46157,1,2,2
46158,1,1,2
46159,1,1,3
46160,0,1,1
46161,1,1,2
46162,1,2,2
46163,0,1,1
46164,1,2,2
46165,1,2,2
46166,1,2,2
46167,1,1,2
46168,1,2,2
46169,0,2,2
46170,0,1,1
46171,0,1,2
46172,1,2,2
46173,0,2,3
46174,0,1,1
46175,0,1,1
46176,0,1,1
46177,0,1,1
46178,0,1,1
46179,0,1,1
46180,0,1,1
46181,0,1,1
46182,0,1,1
46183,0,1,1
46184,0,1,1
46185,1,2,2
46186,0,2,2
46187,1,1,3
46188,0,2,2
46189,0,1,1
46190,1,1,2
46191,1,1,2
46192,2,2,2
46193,1,1,2
46194,1,1,1
46195,0,0,1
46196,0,2,3
46197,1,2,2
46198,0,1,1
46199,1,1,2
46200,0,1,1
46201,1,2,2
46202,1,1,2
46203,1,1,1
46204,1,2,2
46205,1,2,2
46206,1,2,2
46207,1,2,2
46208,1,2,2
46209,1,2,2
46210,1,2,2
46211,1,2,2
46212,1,2,2
46213,1,2,2
46214,1,2,2
46215,1,2,2
46216,1,1,2
46217,1,2,2
46218,0,2,2
46219,1,1,2
46220,1,1,1
46221,0,2,2
46222,1,1,2
46223,1,1,2
46224,1,1,2
46225,0,1,1
46226,1,1,2
46227,2,2,2
46228,1,2,2
46229,0,2,2
46230,2,2,2
46231,0,2,2
46232,1,1,3
46233,0,2,2
46234,1,1,2
46235,0,2,2
46236,0,2,2
46237,0,2,2
46238,2,2,2
46239,0,2,2
46240,0,2,2
46241,1,1,1
46242,1,1,2
46243,0,1,2
46244,2,2,2
46245,0,1,1
46246,0,2,3
46247,1,2,2
46248,0,1,1
46249,1,2,2
46250,0,1,2
46251,1,1,3
46252,0,1,1
46253,1,2,3
46254,0,2,2
46255,1,1,2
46256,1,1,1
46257,2,2,2
46258,0,1,1
46259,1,1,2
46260,1,2,2
46261,1,1,2
46262,0,2,2
46263,0,2,2
46264,1,1,3
46265,0,0,1
46266,1,1,2
46267,1,1,2
46268,1,2,2
46269,0,1,1
46270,1,2,2
46271,0,1,2
46272,1,1,1
46273,0,1,2
46274,0,2,3
46275,1,1,2
46276,0,1,2
46277,0,1,2
46278,1,1,2
46279,1,1,2
46280,0,2,2
46281,0,2,2
46282,0,2,2
46283,1,1,2
46284,1,1,2
46285,0,1,1
46286,1,1,1
46287,0,1,1
46288,0,3,3
46289,0,1,2
46290,1,1,2
46291,1,2,2
46292,1,1,2
46293,1,1,1
46294,1,1,1
46295,1,2,2
46296,0,1,1
46297,1,1,1
46298,0,1,1
46299,0,1,1
46300,1,1,1
46301,1,1,1
46302,1,1,2
46303,1,1,3
46304,0,2,2
46305,1,2,2
46306,0,1,2
46307,0,1,1
46308,1,1,2
46309,0,1,1
46310,1,1,2
46311,0,1,1
46312,0,2,2
46313,1,1,1
46314,1,1,3
46315,0,1,1
46316,1,1,2
46317,0,1,1
46318,0,2,2
46319,2,2,2
46320,1,1,2
46321,0,1,2
46322,0,1,2
46323,0,1,2
46324,0,1,2
46325,0,1,2
46326,0,1,2
46327,0,1,2
46328,0,1,2
46329,0,1,2
46330,0,1,2
46331,0,1,2
46332,0,1,2
46333,0,1,2
46334,0,1,2
46335,0,1,2
46336,0,1,2
46337,0,1,2
46338,0,1,2
46339,0,1,2
46340,0,1,2
46341,0,1,2
46342,0,1,2
46343,0,1,2
46344,0,1,2
46345,0,1,2
46346,0,1,2
46347,0,1,2
46348,0,1,3
46349,0,2,3
46350,1,1,1
46351,0,2,3
46352,1,1,2
46353,0,1,2
46354,1,1,1
46355,1,2,2
46356,1,1,2
46357,0,1,1
46358,1,1,1
46359,0,1,2
46360,1,2,2
46361,1,1,2
46362,0,1,1
46363,1,1,3
46364,0,2,2
46365,1,2,2
46366,1,1,1
46367,1,1,1
46368,1,1,2
46369,1,1,1
46370,1,1,3
46371,0,1,1
46372,0,1,1
46373,0,1,1
46374,0,2,2
46375,1,2,2
46376,0,1,1
46377,0,1,1
46378,0,2,2
46379,0,2,2
46380,0,2,2
46381,1,1,3
46382,1,1,2
46383,0,2,2
46384,0,2,2
46385,1,1,2
46386,0,2,2
46387,1,1,2
46388,1,2,2
46389,1,1,1
46390,1,1,2
46391,1,1,3
46392,1,2,2
46393,0,2,2
46394,1,1,1
46395,1,1,2
46396,0,2,2
46397,0,1,2
46398,0,1,1
46399,1,1,1
46400,0,1,1
46401,1,1,1
46402,0,1,3
46403,1,1,2
46404,1,2,2
46405,0,0,1
46406,1,2,2
46407,0,1,1
46408,0,1,2
46409,0,1,1
46410,0,1,2
46411,0,1,2
46412,1,2,2
46413,0,1,2
46414,0,0,1
46415,0,1,1
46416,1,1,2
46417,1,1,2
46418,0,1,1
46419,0,1,2
46420,1,2,2
46421,1,1,2
46422,1,1,3
46423,0,2,2
46424,0,1,1
46425,0,0,1
46426,1,2,2
46427,0,1,1
46428,1,1,2
46429,1,1,2
46430,0,2,3
46431,1,1,2
46432,1,1,2
46433,0,2,2
46434,0,2,2
46435,0,2,3
46436,0,1,1
46437,1,1,2
46438,1,1,2
46439,1,1,2
46440,1,1,2
46441,1,1,3
46442,1,1,1
46443,1,1,1
46444,1,1,1
46445,1,1,1
46446,1,2,2
46447,0,2,2
46448,1,1,2
46449,1,1,1
46450,1,2,2
46451,1,1,1
46452,1,1,3
46453,0,1,1
46454,0,1,1
46455,0,2,3
46456,1,1,1
46457,1,1,2
46458,2,2,2
46459,0,2,2
46460,1,1,2
46461,1,1,1
46462,0,2,3
46463,1,1,2
46464,1,2,2
46465,1,2,2
46466,1,2,2
46467,1,2,2
46468,0,2,2
46469,0,2,2
46470,1,1,2
46471,0,1,1
46472,0,1,3
46473,0,1,1
46474,1,1,1
46475,0,1,2
46476,0,1,2
46477,1,1,2
46478,0,1,1
46479,0,1,1
46480,0,1,1
46481,1,1,1
46482,0,0,1
46483,0,0,1
46484,0,1,2
46485,0,1,1
46486,0,1,1
46487,1,2,2
46488,0,2,2
46489,1,1,2
46490,1,1,2
46491,0,1,2
46492,1,1,3
46493,1,1,3
46494,0,1,2
46495,1,1,2
46496,1,1,2
46497,0,1,2
46498,0,1,1
46499,0,0,1
46500,0,2,3
46501,1,1,2
46502,1,1,1
46503,1,2,2
46504,1,1,2
46505,0,2,2
46506,1,1,2
46507,0,1,2
46508,1,1,2
46509,1,1,1
46510,0,1,2
46511,0,2,3
46512,1,2,2
46513,1,2,2
46514,1,1,3
46515,0,2,2
46516,1,1,3
46517,1,1,2
46518,0,2,2
46519,0,0,1
46520,0,1,1
46521,1,1,2
46522,0,1,1
46523,0,1,1
46524,0,1,1
46525,0,1,1
46526,0,1,1
46527,0,1,1
46528,0,2,3
46529,0,1,2
46530,1,1,3
46531,0,1,2
46532,1,1,1
46533,1,1,3
46534,0,2,3
46535,0,2,2
46536,0,2,2
46537,1,1,2
46538,1,2,2
46539,1,2,2
46540,1,1,2
46541,0,2,2
46542,0,1,2
46543,0,2,2
46544,1,1,2
46545,0,1,1
46546,1,1,3
46547,1,1,2
46548,1,2,2
46549,1,1,2
46550,1,2,3
46551,0,1,1
46552,1,1,1
46553,1,1,2
46554,0,1,1
46555,0,2,2
46556,0,2,2
46557,1,1,2
46558,0,1,3
46559,1,1,1
46560,0,2,2
46561,1,1,2
46562,1,1,2
46563,2,2,2
46564,0,1,1
46565,1,1,1
46566,0,2,2
46567,0,2,2
46568,0,2,2
46569,0,2,2
46570,0,2,2
46571,0,2,2
46572,0,2,2
46573,0,2,2
46574,0,2,2
46575,0,2,2
46576,0,2,2
46577,0,2,2
46578,0,2,2
46579,0,2,2
46580,0,2,2
46581,0,2,2
46582,0,2,2
46583,0,2,2
46584,0,2,2
46585,0,2,2
46586,1,1,2
46587,1,1,1
46588,1,1,1
46589,1,1,2
46590,1,1,1
46591,0,2,2
46592,0,1,2
46593,1,1,1
46594,1,2,2
46595,1,1,1
46596,1,1,1
46597,1,2,2
46598,1,1,2
46599,0,2,2
46600,0,2,2
46601,0,2,2
46602,0,2,2
46603,0,2,2
46604,0,2,2
46605,0,2,2
46606,0,1,1
46607,0,2,2
46608,0,0,1
46609,0,1,1
46610,0,2,2
46611,1,2,2
46612,1,1,2
46613,1,1,2
46614,0,1,2
46615,0,1,1
46616,0,1,2
46617,1,1,1
46618,1,1,1
46619,1,1,1
46620,1,1,1
46621,0,2,2
46622,0,2,2
46623,0,2,2
46624,0,2,2
46625,0,2,2
46626,0,2,2
46627,0,2,2
46628,0,2,2
46629,0,2,2
46630,0,2,2
46631,0,1,2
46632,1,1,1
46633,0,1,2
46634,0,1,1
46635,1,1,3
46636,1,1,2
46637,0,1,2
46638,0,1,2
46639,0,1,2
46640,0,1,2
46641,1,1,2
46642,1,2,2
46643,1,1,2
46644,0,1,2
46645,0,2,2
46646,0,2,3
46647,1,1,2
46648,1,1,1
46649,0,2,2
46650,0,1,2
46651,1,1,2
46652,1,1,2
46653,1,1,3
46654,1,1,1
46655,2,2,2
46656,0,2,2
46657,0,2,2
46658,1,1,1
46659,1,1,1
46660,1,1,2
46661,1,1,3
46662,1,1,1
46663,1,1,3
46664,1,1,2
46665,1,1,2
46666,1,1,2
46667,0,2,2
46668,1,1,3
46669,0,1,2
46670,2,2,2
46671,1,2,2
46672,1,2,2
46673,0,1,2
46674,1,2,2
46675,1,2,2
46676,1,2,2
46677,1,1,2
46678,1,1,2
46679,1,2,2
46680,1,2,2
46681,1,2,2
46682,0,2,2
46683,0,2,2
46684,0,1,1
46685,0,2,2
46686,1,1,2
46687,1,1,2
46688,0,1,1
46689,1,1,2
46690,1,1,2
46691,1,1,2
46692,0,1,1
46693,1,1,1
46694,1,1,2
46695,1,1,1
46696,0,1,1
46697,1,1,3
46698,1,2,2
46699,1,1,1
46700,1,1,2
46701,1,2,2
46702,1,2,2
46703,1,2,2
46704,1,1,1
46705,1,1,2
46706,1,1,1
46707,1,1,2
46708,1,1,1
46709,1,1,3
46710,1,1,3
46711,0,2,2
46712,0,1,2
46713,1,1,2
46714,0,1,1
46715,0,1,2
46716,1,1,2
46717,1,2,2
46718,1,1,2
46719,1,1,1
46720,1,1,2
46721,1,1,2
46722,1,1,3
46723,1,1,3
46724,1,1,2
46725,1,1,1
46726,0,0,1
46727,1,1,2
46728,1,1,2
46729,0,1,1
46730,1,1,2
46731,0,1,1
46732,1,2,2
46733,1,1,2
46734,2,2,2
46735,1,1,2
46736,0,1,2
46737,0,2,2
46738,1,1,3
46739,1,2,2
46740,0,1,1
46741,0,2,3
46742,0,1,1
46743,1,1,2
46744,1,1,1
46745,1,2,2
46746,0,1,1
46747,1,2,2
46748,1,2,2
46749,1,1,1
46750,1,2,2
46751,1,1,2
46752,1,2,2
46753,0,1,1
46754,1,1,3
46755,0,2,2
46756,0,1,1
46757,1,1,2
46758,2,2,2
46759,0,2,2
46760,0,1,2
46761,0,2,2
46762,0,2,2
46763,0,2,2
46764,0,2,2
46765,0,1,2
46766,1,2,2
46767,0,1,2
46768,0,1,2
46769,1,1,3
46770,0,1,1
46771,0,1,1
46772,1,2,2
46773,1,1,2
46774,1,2,2
46775,1,1,2
46776,0,1,1
46777,0,2,2
46778,0,1,2
46779,1,2,2
46780,0,2,3
46781,0,1,1
46782,1,1,2
46783,1,1,1
46784,1,1,1
46785,1,1,1
46786,0,1,2
46787,1,2,2
46788,0,1,2
46789,0,1,2
46790,1,1,2
46791,1,2,2
46792,1,1,1
46793,1,1,1
46794,0,1,2
46795,1,1,1
46796,1,2,2
46797,1,2,2
46798,1,2,2
46799,1,1,1
46800,1,1,1
46801,1,1,2
46802,1,2,2
46803,1,1,3
46804,0,1,1
46805,1,1,1
46806,0,1,1
46807,1,1,1
46808,1,1,2
46809,2,2,2
46810,0,2,2
46811,1,1,1
46812,1,1,2
46813,0,2,2
46814,0,2,2
46815,0,2,2
46816,0,1,1
46817,1,1,2
46818,0,1,2
46819,0,2,2
46820,0,1,1
46821,1,1,2
46822,1,1,2
46823,1,2,2
46824,0,1,1
46825,2,2,2
46826,1,2,2
46827,1,1,2
46828,0,1,2
46829,0,1,2
46830,0,2,2
46831,1,1,2
46832,1,2,2
46833,0,1,2
46834,1,1,3
46835,0,2,2
46836,0,1,2
46837,1,1,2
46838,0,1,2
46839,1,1,1
46840,1,2,2
46841,0,1,2
46842,0,1,2
46843,0,1,1
46844,1,1,2
46845,1,1,2
46846,0,2,2
46847,0,1,1
46848,0,2,2
46849,0,1,2
46850,1,1,2
46851,1,1,1
46852,0,1,1
46853,0,2,2
46854,1,1,2
46855,1,1,3
46856,1,2,2
46857,0,1,2
46858,0,1,2
46859,0,1,2
46860,1,1,2
46861,0,2,2
46862,1,2,2
46863,1,1,2
46864,1,1,2
46865,1,1,2
46866,0,2,2
46867,0,2,3
46868,0,1,1
46869,1,1,2
46870,0,1,2
46871,0,2,2
46872,0,2,2
46873,0,1,1
46874,0,1,2
46875,1,1,3
46876,0,2,2
46877,1,1,2
46878,1,1,2
46879,1,2,2
46880,0,2,2
46881,1,2,2
46882,0,2,2
46883,1,1,2
46884,1,1,1
46885,0,1,3
46886,0,2,2
46887,0,2,2
46888,0,2,2
46889,0,2,2
46890,0,2,2
46891,0,2,2
46892,0,2,2
46893,0,2,2
46894,0,2,2
46895,0,2,2
46896,0,2,2
46897,0,2,2
46898,0,2,2
46899,0,2,2
46900,0,2,2
46901,0,2,2
46902,0,2,2
46903,0,2,2
46904,0,2,2
46905,0,2,2
46906,0,2,2
46907,0,2,2
46908,0,2,2
46909,0,2,2
46910,0,2,2
46911,1,1,1
46912,0,1,2
46913,0,2,2
46914,1,2,2
46915,0,1,3
46916,1,2,2
46917,1,2,2
46918,1,1,2
46919,1,1,1
46920,1,1,2
46921,1,2,2
46922,1,1,1
46923,0,1,1
46924,1,1,3
46925,1,1,2
46926,0,2,3
46927,0,1,1
46928,0,2,2
46929,2,2,2
46930,1,1,1
46931,0,1,2
46932,1,1,2
46933,0,1,2
46934,0,1,2
46935,1,2,3
46936,1,1,3
46937,2,2,2
46938,1,1,3
46939,1,1,1
46940,0,1,1
46941,0,2,2
46942,0,1,1
46943,0,2,2
46944,1,2,2
46945,0,0,1
46946,1,1,2
46947,1,1,2
46948,2,2,2
46949,1,1,3
46950,0,2,2
46951,1,1,1
46952,1,1,3
46953,1,1,3
