명칭,지번주소,도로명주소,X좌표(GRS80TM),Y좌표(GRS80TM),위도X좌표(WGS84),경도Y좌표(WGS84),역사_ID,호선,총 면적,구분,주소(혼재)
라이브치과병원,서울특별시 강남구 역삼동 604-1,서울특별시 강남구 논현로105길 48 12층 (역삼동),202606.2988,444820.3116,,,,,,,
강북한방병원,서울특별시 은평구 불광3동 483번지 11호,,,,,,,,550.77,,
강북으뜸병원,서울특별시 강북구 미아동 304번지 3호 지하1층 2층~5층,서울특별시 강북구 도봉로 187 지하1층 2층~5층 (미아동),202240.8551,458118.7096,,,,,,,
의료법인 청구성심병원,서울특별시 은평구 갈현동 395번지 1호,서울특별시 은평구 통일로 873 (갈현동),192828.6018,457608.2899,,,,,,,
은평연세병원,서울특별시 은평구 갈현동 462번지 52호,서울특별시 은평구 연서로 177 (갈현동),192640.9038,456933.4719,,,,,,,
경희늘푸른노인전문병원,서울특별시 도봉구 방학3동 442,서울특별시 도봉구 시루봉로 137 (방학동),202338.9378,462312.5889,,,,,,,
인정병원,,서울특별시 은평구 응암로 164 (응암동),192562.8595,453813.9034,,,,,,,
한국효요양병원,서울특별시 은평구 응암동 96번지 1호 상현빌딩 678층,서울특별시 은평구 은평로 170 6층7층8층 (응암동 상현빌딩동),193475.5671,455434.5453,,,,,,,
경희리솜한방병원,,서울특별시 금천구 시흥대로79길 15 리솜메디라이프 5~7층 (시흥동),,,,,,,,,
양천효요양병원,서울특별시 양천구 신정동 942번지 12호,서울특별시 양천구 오목로 121 (신정동 양천효요양병원),186770.9433,446907.8412,,,,,,,
강남더드림병원,,서울특별시 강남구 선릉로 404 더드림병원 (대치동),204432.7108,444309.0066,,,,,,,
서울특별시은평병원,서울특별시 은평구 응암2동 232번지 3호,서울특별시 은평구 백련산로 90 (응암동),193290.1972,454936.4548,,,,,,,
늘푸른병원,서울특별시 서대문구 홍제1동 157번지 3호,서울특별시 서대문구 모래내로 460 (홍제동),195161.3847,453681.5316,,,,,1413.61,,
의료법인제민의료재단동서병원,,서울특별시 서대문구 성산로 365-14 (연희동),193759.8056,451374.1369,,,,,1240.35,,
서울광흥병원,신수동345-2,,,,,,,,0,,
푸르메재단 넥슨어린이재활병원,서울특별시 마포구 상암동 1738번지 푸르메재단넥슨어린이재활병원 지하1층~7층,서울특별시 마포구 월드컵북로 494 지하1층~7층 (상암동 푸르메재단넥슨어린이재활병원),189380.8829,453602.29,,,,,8185.74,,
제일성모병원,성산동56-3,,,,,,,,0,,
신촌서울치과병원,노고산동107-36현대벤처빌2층,,,,,,,,0,,
의료법인세영의료재단중앙한방병원,성산동 151-6,,,,,,,,0,,
혜성병원,동교동 172-13,,,,,,,,0,,
신세계서울병원,서울특별시 영등포구 영등포동4가 425-2 서울영등포동4가우체국,서울특별시 영등포구 경인로 841 서울영등포동4가우체국 (영등포동4가),191619.2498,446038.5437,,,,,,,
바로선병원,서울특별시 도봉구 창동 749번지 10호,서울특별시 도봉구 도봉로 628 (창동 바로선병원),203650.128,461998.9089,,,,,,,
그레이스힐 요양병원,,서울특별시 노원구 노원로 461 대감프라자빌딩 3456층 (상계동),205732.0111,461679.8238,,,,,,,
서울효사랑요양병원,서울특별시 성동구 성수2가3동 275번지 2호,서울특별시 성동구 동일로 93 (성수동2가),205503.6036,448769.0086,,,,,,,
서울미르한방병원,,서울특별시 노원구 동일로197길 11 공삼빌딩 234층 (공릉동),206170.6432,458461.197,,,,,,,
하나효요양병원,서울특별시 은평구 구산동 2번지 36호 세웅그룹빌딩 3~9층,서울특별시 은평구 서오릉로 149 세웅그룹빌딩 3~9층 (구산동),192530.536,456583.7096,,,,,,,
강북예치과병원,서울특별시 노원구 상계동 606-12 노원스퀘어,서울특별시 노원구 노해로81길 5-6 노원스퀘어 5-7층 (상계동),205435.7162,461429.3819,,,,,,,
신세계서울병원,서울특별시 영등포구 영등포동4가 425-2 서울영등포동4가우체국,서울특별시 영등포구 경인로 841 서울영등포동4가우체국 (영등포동4가),191619.2498,446038.5437,,,,,,,
서울재활병원,서울특별시 은평구 구산동 191번지 1호,서울특별시 은평구 갈현로11길 30 (구산동),191702.077,455932.109,,,,,,,
가화한방병원,서울특별시 도봉구 방학동 665-6,서울특별시 도봉구 도당로 51(방학동),202961.8291,462271.5533,,,,,,,
잎사귀치과병원,서울특별시 서대문구 창천동 62번지 1호,서울특별시 서대문구 연세로5길 26 579층 (창천동),194225.2232,450479.459,,,,,,,
한국보훈복지의료공단 중앙보훈병원,,서울특별시 강동구 진황도로61길 53 (둔촌동),212987.2607,447505.0117,,,,,,,
한마음병원,마포구 도화1동 17-22호,,,,,,,,2108,,
의료법인 언양의료재단 조은병원,서울특별시 마포구 신수동 103번지 2호,서울특별시 마포구 창전로 74 (신수동),194024.7106,449630.4987,,,,,1244.09,,
신촌리더스병원,서울특별시 마포구 창전동 13번지 3호 벽송빌딩 2 4 5층,서울특별시 마포구 서강로 82 245층 (창전동 벽송빌딩),193982.872,449796.6999,,,,,1249.79,,
더본병원,서울특별시 동작구 사당1동 1008번지 17호 삼인빌딩,서울특별시 동작구 동작대로 67 (사당동),198290.516,442261.6843,,,,,,,
강동경희대학교의대병원,,서울특별시 강동구 동남로 892 (상일동),213839.3562,450118.2617,,,,,,,
마포요양병원,서울특별시 마포구 성산동 275번지 3호 마포중앙도서관,서울특별시 마포구 성산로 128 지하1~지상5층 (성산동),191843.8295,451282.5582,,,,,2949.9,,
유광사여성병원,서울특별시 강서구 화곡동 1031번지 12호,서울특별시 강서구 강서로 194 (화곡동),185695.2705,449055.8856,,,,,4315,,
차의과학대학교 강남차병원,서울특별시 강남구 역삼동 650-9 강남차병원,서울특별시 강남구 논현로 566 강남차병원(역삼동650-9 606-4 605외2필지(지하7층~지하1층 지상2층~7층)) (역삼동),202979.3088,444965.7886,,,,,,,
신촌연세병원,서울특별시 마포구 신수동 66번지 1호 지2층~6층,서울특별시 마포구 서강로 110 지2층~6층 (신수동),194068.3796,450023.9778,,,,,4916.42,,
에스엠씨요양병원,서울특별시 마포구 성산동 200번지 22호 SMC 지하1층~5층,서울특별시 마포구 월드컵북로 165 지하1층~5층 (성산동 SMC),191971.0071,451626.1744,,,,,2335.92,,
네모치과병원,서울특별시 마포구 동교동 166번지 1호 (3 4층),서울특별시 마포구 양화로 178 3층 (동교동),193316.9003,450586.8651,,,,,161.07,,
한그루치과병원,서울특별시 마포구 도화동 566번지 자람빌딩 3층,서울특별시 마포구 마포대로 78 자람빌딩 3층 (도화동),195494.0212,448852.3798,,,,,455.2,,
맑은수병원,서울특별시 동대문구 장안동 431번지 6호,서울특별시 동대문구 천호대로83길 44 (장안동),205714.7837,451286.6686,,,,,,,
연세한강병원,서울특별시 마포구 마포동 33번지 1호 대농빌딩,서울특별시 마포구 마포대로 25 대농빌딩 235층 (마포동),195051.5337,448575.9565,,,,,,,
서울성심병원,서울특별시 동대문구 청량리동 40번지 9호 서울성심병원 (40-9외 7필지),서울특별시 동대문구 왕산로 259 서울성심병원 (청량리동),204343.5506,453554.6803,,,,,,,
태능성심요양병원,서울특별시 노원구 공릉동 680-9 태릉성심요양병원,서울특별시 노원구 동일로 987 태릉성심요양병원 (공릉동),206551.607,457326.7229,,,,,,,
한양병원,성산동94-4,,,,,,,,0,,
의료법인 원중의료재단 우리내일병원,서울특별시 서대문구 북아현동 126-22 우리내일병원,서울특별시 서대문구 신촌로37길 10 우리내일병원 지하4층~지하1층 4층~10층호 (북아현동),196133.1326,450605.4068,,,,,,,
연세허브병원,서울특별시 양천구 목4동 793-3,,,,,,,,4327,,
동서융합병원,서울특별시 양천구 목동 606번지 14호,서울특별시 양천구 등촌로 230 (목동),187930.0378,449767.4418,,,,,1621.99,,
서울세정병원,서울특별시 양천구 신월동 546번지 27호,서울특별시 양천구 신월로 151 (신월동),185827.9756,446176.1941,,,,,1752,,
세정병원,서울특별시 양천구 신월4동 546-27,서울특별시 양천구 신월로 151 (신월동),185827.9756,446176.1941,,,,,1395,,
서울그린치과병원,서울특별시 양천구 신정동 1023번지 12호 에벤에셀빌딩 401호 402호,서울특별시 양천구 은행정로 5 401호 402호 (신정동 에벤에셀빌딩),187520.3068,446450.3473,,,,,199.5,,
목동아이엠치과병원,서울특별시 양천구 목동 962번지 목동트라팰리스 웨스턴에비뉴 6층,서울특별시 양천구 오목로 299 (목동 목동트라팰리스 6층),188472.7592,447091.856,,,,,634.55,,
서울인화요양병원,서울특별시 양천구 신월동 549번지 4호 234층,서울특별시 양천구 신월로 156 234층 (신월동),185887.9473,446136.0982,,,,,1568.04,,
세정한방병원,서울특별시 양천구 신월동 546번지 27호,서울특별시 양천구 신월로 151 (신월동),185827.9756,446176.1941,,,,,1731.52,,
햇살요양병원,서울특별시 동대문구 장안동 309번지 1호 원우빌딩,서울특별시 동대문구 장한로 152 지하1~2층 지상3 ~10층 (장안동),206308.8958,452418.2757,,,,,,,
서울요양병원,서울특별시 동작구 상도동 255번지 4호,서울특별시 동작구 성대로 43 (상도동 우리빌딩),194064.9941,444089.8383,,,,,,,
다일천사병원,서울특별시 동대문구 전농동 497번지 77호 천사병원,서울특별시 동대문구 서울시립대로 57 천사병원 B11236층 (전농동),204144.5715,452698.1853,,,,,,,
아름제일병원,서울특별시 구로구 구로동 25,서울특별시 구로구 새말로 94 2~6층 9층 / 새말로 110 지하1층동 3~6층 (구로동),190244.829,444811.2382,,,,,,,
부민병원,서울특별시 강서구 등촌동 657번지 부민병원,서울특별시 강서구 공항대로 389 부민병원 (등촌동),186760.1047,450529.2829,,,,,,,
서울지구병원,,서울특별시 종로구 삼청로10길 13 (삼청동),198416.7761,453972.4409,,,,,,,
아이토마토한방병원,서울특별시 양천구 목동 606번지 14호 지하1층 2층~6층,서울특별시 양천구 등촌로 230 (목동 지하1층 2층~6층),187930.0378,449767.4418,,,,,1621.99,,
은평요양병원,서울특별시 은평구 갈현동 390-19,서울특별시 은평구 통일로 935 (갈현동),192825.8394,458236.2345,,,,,,,
목동제일여성병원,서울특별시 양천구 신정동 943번지 19호 B02B01 지상2~5층,서울특별시 양천구 중앙로 300 (신정동),186831.1584,446764.9159,,,,,,,
염창환병원,서울특별시 송파구 가락동 2-5 재정빌딩,서울특별시 송파구 오금로 296 재정빌딩 지하1층~지상5층 (가락동),211005.3023,444601.7899,,,,,,,
의료법인 우신향병원,,서울특별시 성북구 안암로 99 (안암동5가),,,,,,,,,
세솟는정형외과병원,서울특별시 마포구 신수동 81번지 101호 세솟는병원,서울특별시 마포구 백범로 26 세솟는병원 (신수동),194363.5897,450007.1919,,,,,,,
따스한봄날처럼요양병원,서울특별시 강서구 화곡4동 786번지 6호,서울특별시 강서구 국회대로 233 지1~지상6층 (화곡동),187632.7081,447508.7355,,,,,2348.1,,
새희망의료생활협동조합 어울림요양병원,서울특별시 강서구 등촌3동 700번지,서울특별시 강서구 공항대로41길 34 89층 (등촌동),186299.7427,450792.0165,,,,,2040.87,,
강서사랑요양병원,서울특별시 강서구 방화동 495번지 26호 지상1층~지상6층,서울특별시 강서구 양천로 35 1~6층 (방화동),182940.0867,452319.805,,,,,2269.69,,
튼튼병원,서울특별시 강서구 화곡동 1074번지 12호 청산빌딩4.5.6층,서울특별시 강서구 화곡로 154 456층 (화곡동 청산빌딩),185697.9146,448754.4418,,,,,1150.23,,
강서초이스병원,서울특별시 강서구 화곡동 1074번지 12호,서울특별시 강서구 화곡로 154 4층 5층 6층 (화곡동 청산타워빌딩),185697.9146,448754.4418,,,,,1438,,
성심효요양병원,서울특별시 강서구 화곡본동 24번지 92호,,,,,,,,1547,,
엘더스요양병원,서울특별시 강서구 등촌1동 628번지 5호,서울특별시 강서구 화곡로 416 (등촌동),187117.2241,450868.7206,,,,,1906,,
의료법인풍산의료재단동부제일병원,,서울특별시 중랑구 망우로 511 (망우동 동부제일병원),209677.3128,455706.6589,,,,,,,
강남요양병원,서울특별시 서초구 반포4동 44번지 3호,서울특별시 서초구 서초중앙로 197 (반포동),200998.4692,444131.0255,,,,,,,
금강아산병원(재단법인 아산사회복지재단),서울특별시 용산구 이촌동 301번지 165호,서울특별시 용산구 이촌로 318 (이촌동),198334.5287,446153.5222,,,,,,,
동인당효요양병원,서울특별시 강서구 방화동 486번지 6호 782341,서울특별시 강서구 양천로1길 100 (방화동782341),183087.1435,452456.9636,,,,,2945,,
큰나무병원,서울특별시 강서구 가양동 1479번지 10호 2 4 5 8층,서울특별시 강서구 양천로57길 9-7 2458층 (가양동),186806.9189,451250.9894,,,,,2359,,
비엠씨한방병원,서울특별시 강서구 화곡동 24번지 92호,서울특별시 강서구 화곡로 238 (화곡동),186277.2259,449342.6795,,,,,1384.75,,
강서성모요양병원,서울특별시 강서구 등촌1동 628번지 9호,서울특별시 강서구 화곡로 416 (등촌동),187160.6656,450873.0171,,,,,1908.99,,
뉴강서성심병원,서울특별시 강서구 방화1동 487번지 5호,서울특별시 강서구 양천로 45-5 (방화동),183039.0733,452352.0983,,,,,1493.8,,
서울한방병원,서울특별시 강서구 화곡1동 938번지 19호,서울특별시 강서구 곰달래로 54 (화곡동),185684.8944,447532.2173,,,,,817.92,,
우리들병원,서울특별시 강서구 과해동 676번지,서울특별시 강서구 하늘길 70 (과해동),182141.2055,451078.4799,,,,,11377.96,,
강서바른세상병원,서울특별시 강서구 방화동 606번지 36호 바른세상병원,서울특별시 강서구 금낭화로 9 바른세상병원 12345층 67호 (방화동),183284.3881,451554.1104,,,,,3370.69,,
마루치과병원,,서울특별시 구로구 새말로 110 (구로동),190383.3224,444896.3768,,,,,593.7,,
솔병원,서울특별시 강서구 방화동 273번지 7호,서울특별시 강서구 방화대로 352 1~4층 (방화동),183782.987,452237.3096,,,,,2338.35,,
더와이즈치과병원,서울특별시 강서구 화곡동 114번지 100호 (12345층),서울특별시 강서구 화곡로 186 12345층 (화곡동 세웅빌딩),185980.8428,448892.6427,,,,,402,,
의료법인 나누리병원,서울특별시 강서구 화곡동 377번지 8호 나누리강서병원,서울특별시 강서구 가로공원로 187 나누리강서병원 (화곡동),185500.4984,448361.4951,,,,,4343.11,,
365강서수요양병원,서울특별시 강서구 방화동 495번지 26호,서울특별시 강서구 양천로 35 1~6층 (방화동),182940.0867,452319.805,,,,,,,
디앤에프병원,서울특별시 중랑구 중화동 110번지 43호,서울특별시 중랑구 봉화산로 64 (중화동 디엔에프병원),207125.8115,455464.2878,,,,,,,
삼성서울병원,서울특별시 강남구 일원동 50번지,서울특별시 강남구 일원로 81 (일원동 삼성의료원),207534.4946,442943.8604,,,,,,,
서울스타병원,서울특별시 강서구 내발산동 678번지 7호 서울스타병원빌딩,서울특별시 강서구 강서로 307 서울스타병원빌딩 34567층 89호 (내발산동),185458.9627,450122.6219,,,,,,,
새로운병원,서울특별시 강남구 논현동 55-3 새로운병원빌딩 지하1층일부~7층,서울특별시 강남구 학동로 121 새로운병원빌딩 지하1층일부~7층 (논현동),202080.7113,445562.1344,,,,,,,
새빛요양병원,서울특별시 강서구 등촌동 664번지 11호 천수빌딩,서울특별시 강서구 화곡로61길 109 천수빌딩 2345층 (등촌동),186351.2271,450679.4264,,,,,1606.4,,
서울대효병원,서울특별시 강서구 내발산동 701번지 15호 덕산빌딩,서울특별시 강서구 강서로47가길 33 덕산빌딩 23456층 (내발산동),185417.6711,449870.2657,,,,,2898.76,,
강서힘찬병원,서울특별시 강서구 등촌동 671번지,서울특별시 강서구 강서로56길 38 (등촌동 강서힘찬병원),185851.0536,450781.4412,,,,,8299.91,,
우리들병원,서울특별시 강서구 과해동 676번지,서울특별시 강서구 하늘길 70 (과해동),182141.2055,451078.4799,,,,,11837.02,,
서울바로나치과병원,서울특별시 강서구 화곡동 1076번지 1호 지상5층,서울특별시 강서구 화곡로 176-4 5층 (화곡동),185892.4334,448833.0208,,,,,244.2,,
실로암안과병원,서울특별시 강서구 등촌동 512번지 18호,서울특별시 강서구 등촌로 181 (등촌동 실로암안과병원),187731.0844,449330.1071,,,,,8333.48,,
서울복지병원,서울특별시 영등포구 대림동   706-1,,,,,,,,0,,
강동모커리한방병원,서울특별시 강동구 천호동 51번지 7호 남해빌딩,서울특별시 강동구 양재대로 1517 남해빌딩 2~5층 (천호동),212376.2067,448791.0714,,,,,,,
강서송도병원,서울특별시 강서구 등촌동 669번지 1호,서울특별시 강서구 공항대로 315 (등촌동 서울시니어강서타워),186043.3113,450704.6668,,,,,4520,,
로고스치과병원,서울특별시 강서구 등촌1동 673번지 1호 3층,서울특별시 강서구 공항대로 281 3층 (등촌동),185691.6568,450741.0861,,,,,255.7,,
웰튼병원,서울특별시 강서구 마곡동 759-2,서울특별시 강서구 마곡중앙5로 22 41112층 (마곡동),,,,,,,,,
힘찬하나로한방병원,서울특별시 강서구 화곡동 1065번지 22호 터보빌딩,서울특별시 강서구 강서로 173 터보빌딩 789층 (화곡동),185758.413,448865.3272,,,,,,,
새미래요양병원,서울특별시 강서구 화곡동 786번지 6호,서울특별시 강서구 국회대로 233 (화곡동),187632.7081,447508.7355,,,,,,,
서울고든병원,서울특별시 강서구 등촌동 632-6 파인블루빌딩,서울특별시 강서구 양천로 600 파인블루빌딩 지하1층278층 910호 (등촌동),187974.2289,450369.1654,,,,,,,
의료법인일명의료재단 승리요양병원,서울특별시 구로구 개봉동 144번지 5호,서울특별시 구로구 경인로 306 (개봉동),187064.1922,443874.0172,,,,,676.5,,
세광보난자요양병원,서울특별시 구로구 궁동 198-8호,,,,,,,,1427.67,,
유디치과병원,서울특별시 영등포구 여의도동 25번지 11호 한진해운빌딩 지하1층,서울특별시 영등포구 국제금융로2길 25 지하1층 (여의도동),193338.7414,446812.9515,,,,,475.23,,
강서필병원,서울특별시 강서구 화곡동 349번지 3호,서울특별시 강서구 강서로17길 24 (화곡동),186171.5696,447873.2851,,,,,,,
의료법인 고려수 의료재단 고려수요양병원,서울특별시 구로구 구로5동 44번지 7호,서울특별시 구로구 공원로6가길 4 (구로동),190344.1916,444414.1709,,,,,4346.8,,
우리모두들치과병원,서울특별시 구로구 구로동 586번지 5호,서울특별시 구로구 새말로 15 (구로동 삼전솔하임),189538.8798,444449.405,,,,,609.84,,
의료법인 씨티의료재단 씨티병원,서울특별시 구로구 오류동 44번지 10호,서울특별시 구로구 경인로 176 (오류동),185875.8758,443592.1388,,,,,1684.36,,
의료법인 일명의료재단 승리한방병원,서울특별시 구로구 개봉동 144번지 5호,서울특별시 구로구 경인로 306 (개봉동 미서빌딩),187064.1922,443874.0172,,,,,675.5,,
모나리자요양병원,서울특별시 강서구 염창동 252번지 14호,서울특별시 강서구 양천로 715 지하3층~8층 (염창동),188933.7623,449722.9937,,,,,,,
강서효요양병원,서울특별시 구로구 개봉동 403번지 29호,서울특별시 구로구 개봉로19길 3 (개봉동 강서진료병원),187161.1951,443384.623,,,,,,,
핑크힐병원,서울특별시 강서구 염창동 263번지 3호,서울특별시 강서구 양천로 712 (염창동),188873.3087,449696.8098,,,,,,,
의료법인 어울림의료재단 정성요양병원,서울특별시 구로구 가리봉동 137번지 8호 정성요양병원,서울특별시 구로구 남부순환로 1287 정성요양병원 2.3.5층 남부순환로 107길 24동 (가리봉동),190540.8263,441868.7075,,,,,,,
포근한맘요양병원,,서울특별시 도봉구 삼양로 606 (쌍문동),,,,,,,,,
한국원자력의학원원자력병원,,서울특별시 노원구 노원로 75 한국원자력의학원 (공릉동),207425.8041,458999.6409,,,,,,,
제이여성병원,서울특별시 서대문구 홍제동 251번지 4호,서울특별시 서대문구 통일로 442 (홍제동 제이여성병원),195065.2927,454025.0786,,,,,,,
새롬한방병원,서울특별시 영등포구 대림동 603번지 26호,서울특별시 영등포구 도신로 41 (대림동 코스모메디칼),190859.2336,444779.0943,,,,,,,
미즈메디병원,서울특별시 강서구 내발산동 701번지 4호 외 6필지 701번지 701-21외 2필지,서울특별시 강서구 강서로 295 (내발산동),185439.3851,450008.1391,,,,,,,
남부효요양병원,,서울특별시 구로구 남부순환로 1291 (가리봉동 영진오피스),190588.9086,441873.5041,,,,,,,
예스병원,서울특별시 구로구 구로동 704번지 10호 MEDI FLOWER 147,서울특별시 구로구 구로동로 147 MEDI FLOWER 147 (구로동),189614.1688,443289.3756,,,,,,,
리본병원,서울특별시 구로구 고척동 73번지 3호 일이삼전자타운,서울특별시 구로구 경인로 393-7 일이삼전자타운 567층 (고척동),187826.6982,443925.5247,,,,,5168.73,,
하병원,서울특별시 영등포구 신길동   232-84,,,,,,,,0,,
의료법인에이치엠피의료재단녹십초요양병원,서울특별시 동작구 신대방동 686번지 1호,서울특별시 동작구 시흥대로 634 (신대방동),191677.3749,442912.5759,,,,,,,
재단법인 제중의료복지재단 제중요양병원,서울특별시 구로구 구로동 552번지 148호 제중요양병원,서울특별시 구로구 새말로 60 제중요양병원 지하2동 1~9층 (구로동),189911.9871,444573.7627,,,,,9349.84,,
더세인트요양병원,서울특별시 구로구 오류동 55번지 30호 더세인트빌딩,서울특별시 구로구 경인로 218 더세인트빌딩 B1.B중3~15층 (오류동),186237.2934,443794.006,,,,,8447.46,,
목동현대요양병원,서울특별시 구로구 고척동 176-3 본소클리닉스,서울특별시 구로구 중앙로 91 본소클리닉스 (고척동),187589.4464,444825.0828,,,,,,,
봄담한방병원,서울특별시 강동구 명일동 335-3,서울특별시 강동구 양재대로 1596 3~6층 (명일동),212634.1913,449540.4924,,,,,,,
연세사랑모아여성병원,서울특별시 구로구 고척동 191번지 1호,서울특별시 구로구 중앙로 100 (고척동),187606.6938,444911.9253,,,,,,,
의료법인 서울효천의료재단 에이치플러스자립병원,서울특별시 구로구 구로동 44번지 7호 고려 수 타워,서울특별시 구로구 공원로6가길 4 고려 수 타워 (구로동),190344.1916,444414.1709,,,,,,,
오케이요양병원,서울특별시 구로구 고척동 50번지 48호 고척프라자 가동45층/나동34층,서울특별시 구로구 중앙로 64 고척프라자 가동 45층/나동34층 (고척동),187798.8693,444629.7048,,,,,,,
삼성미래여성병원,서울특별시 구로구 오류동 159번지 삼성미래여성병원,서울특별시 구로구 서해안로 2296 삼성미래여성병원 (오류동),185813.5927,443232.2666,,,,,,,
아나파한방병원,서울특별시 구로구 고척동 324 신원프라자,서울특별시 구로구 중앙로1길 18-18 2층 (고척동 신원프라자),187870.4708,444127.3086,,,,,,,
해달한방병원,서울특별시 구로구 오류동 44번지 10호 시티월드,서울특별시 구로구 경인로 176 501502601호 (오류동 시티월드),185875.8758,443592.1388,,,,,,,
서울21세기병원,서울특별시 서초구 서초동 1602번지 8호,서울특별시 서초구 서초중앙로 39 (서초동),201322.3049,442566.6411,,,,,,,
의료법인 인봉의료재단 영등포병원,,서울특별시 영등포구 당산로31길 10 (당산동3가),190722.223,447181.3231,,,,,,,
고려대학교의과대학부속구로병원,서울특별시 구로구 구로동 80번지 고려대부속구로병원,서울특별시 구로구 구로동로 148 고려대부속구로병원 (구로동),189737.5631,443329.4594,,,,,,,
의료법인다나의료재단구로다나병원,서울특별시 구로구 개봉동 353번지 2호,서울특별시 구로구 개봉로 126 (개봉동 구로다나병원빌딩),187263.4236,443866.7898,,,,,2291.6,,
은송병원,서울특별시 영등포구 영등포동7가   77-0,,,,,,,,0,,
의료법인 일명의료재단 승리요양병원,서울특별시 구로구 개봉동 144번지 5호,서울특별시 구로구 경인로 306 (개봉동),187064.1922,443874.0172,,,,,676,,
효인요양병원,서울특별시 금천구 독산동 951번지 4호 5678층,서울특별시 금천구 남부순환로 1372 5678층 (독산동),191389.0277,441916.0816,,,,,1182,,
방병원,서울특별시 노원구 공릉동 680번지 10호,서울특별시 노원구 동일로 989 2~9층 (공릉동),206552.5616,457344.4695,,,,,,,
구로한방병원,서울특별시 금천구 독산3동 899번지 5호,서울특별시 금천구 남부순환로 1398 (독산동),191626.3562,441978.8965,,,,,2272.58,,
아카시아병원,서울특별시 금천구 독산4동 1012번지 18호,서울특별시 금천구 시흥대로114길 5 (독산동),190957.4097,440664.1357,,,,,1013.87,,
성지병원,서울특별시 금천구 가산동 151번지 36호,서울특별시 금천구 가산로 122 (가산동),190457.7728,441601.3257,,,,,2273.1,,
새움병원,서울특별시 금천구 독산동 150번지 7호 새움병원,서울특별시 금천구 시흥대로139길 8 새움병원 (독산동),190881,441205,,,,,4644.95,,
성신고려요양병원,서울특별시 금천구 독산동 331번지 39호,서울특별시 금천구 범안로 1191 (독산동),190559.6371,440511.1528,,,,,1357.29,,
목동중앙치과병원,서울특별시 양천구 신정동 318번지 5호 황금프라자 10층,서울특별시 양천구 목동서로 285 황금프라자 10층 (신정동),188363.7254,446631.2469,,,,,,,
뉴연세여성병원,서울특별시 금천구 시흥1동 999번지 29호,서울특별시 금천구 시흥대로 239 (시흥동),191074.222,439241.8052,,,,,,,
바른지성한방병원,서울특별시 양천구 신정동 994-5,서울특별시 양천구 목동로 189 234층 (신정동),187917.4305,447015.2437,,,,,,,
서울특별시서울의료원,,서울특별시 중랑구 신내로 156 (신내동),208757.4314,457060.5339,,,,,,,
서울바른세상병원,서울특별시 금천구 독산동 288번지 1호,서울특별시 금천구 시흥대로 421 (독산동 건국빌딩),190880.4771,441004.4907,,,,,,,
서울대효병원,서울특별시 금천구 시흥동 883번지 5호 서평빌딩 567층,서울특별시 금천구 시흥대로 230 서평빌딩 567층 (시흥동),191191.8687,439144.8779,,,,,1911.12,,
금천한방병원,서울특별시 금천구 시흥동 1031번지,서울특별시 금천구 시흥대로73길 67 46층 (시흥동),,,,,,,1376.83,,
김안과병원,서울특별시 영등포구 영등포동4가   156-0,,,,,,,,0,,
영등포하나요양병원,서울 영등포구 신길3동 232-84,,,,,,,,1363.14,,
노원을지대학교병원,,서울특별시 노원구 한글비석로 68 을지병원 (하계동),206102.456,459346.7697,,,,,,,
로하스참사랑요양병원,서울특별시 영등포구 문래동2가 39번지 10호,서울특별시 영등포구 경인로77길 6 (문래동2가),190503.8235,445613.0315,,,,,,,
의료법인성석의료재단동작경희병원,서울시 동작구 상도4동 188번지19호,서울특별시 동작구 상도로 146 (상도동),194279.9894,444482.3796,,,,,,,
서울대학교병원,서울특별시 종로구 연건동 28,서울특별시 종로구 대학로 101 (연건동),199920.8034,452984.3605,,,,,,,
참포도나무병원,서울특별시 서초구 양재동 20번지 7호 /양재동 20-4 2층/양재동 20-20(지1~3층),서울특별시 서초구 바우뫼로35길 32 (양재동),203350.547,441971.9406,,,,,,,
강북휴요양병원,서울특별시 강북구 미아동 317번지 1호 서울컨벤션웨딩홀,서울특별시 강북구 도봉로 161 서울컨벤션웨딩홀 (미아동),202314.8638,457867.6586,,,,,,,
녹십자요양병원,서울특별시 금천구 시흥1동 890번지 4호 대의빌딩 3층,서울특별시 금천구 시흥대로 202 34층 (시흥동 대의빌딩),191257.6118,438879.4251,,,,,,,
느루요양병원,,서울특별시 강남구 도산대로 209 느루요양병원빌딩 지하1~2층 지상1~10층 (신사동),202527.4021,446478.3296,,,,,,,
서울숭인병원,서울특별시 종로구 숭인동 200번지 26호 진형빌딩,서울특별시 종로구 종로 386 6.7.8.9층 (숭인동),201728.0108,452416.8255,,,,,,,
마디세상병원,,서울특별시 중랑구 동일로 890 (묵동),206836.6202,456400.5853,,,,,,,
의료법인 상원의료재단 강북힘찬병원,서울특별시 도봉구 창동 650-46 강북힘찬병원,서울특별시 도봉구 도봉로 446 강북힘찬병원 (창동),202877.0443,460368.6744,,,,,,,
조은마디병원,서울특별시 강동구 성내동 199번지 5호,서울특별시 강동구 천호대로170길 19 (성내동),211715.5114,448041.3908,,,,,,,
시온한방병원,서울특별시 은평구 응암동 119번지 33호 정원빌딩,서울특별시 은평구 응암로 267 정원빌딩 (응암동),192747.9159,454846.2438,,,,,,,
금천수요양병원,서울특별시 금천구 독산동 899-6 2~9층,서울특별시 금천구 남부순환로 1400 2~9층 (독산동),191659.5131,441984.5022,,,,,,,
