명칭,latitude,longitude,Station_line,구분,Area(m^2)
대우APT정문.대림APT후문,37.61198038,127.0176783,,버스정류장,
넓은마당,37.61461507,126.9997034,,버스정류장,
중앙하이츠후문,37.60340475,127.0094754,,버스정류장,
성신여대정문앞,37.59076371,127.0197677,,버스정류장,
한성대입구3거리,37.58639919,127.0108762,,버스정류장,
(구)법화사,37.58458848,127.0110928,,버스정류장,
이수아파트.한신휴아파트입구,37.5965354,127.014089,,버스정류장,
극동아파트정문,37.59542378,127.0343718,,버스정류장,
고려대법과대학입구,37.59134328,127.0330254,,버스정류장,
삼성래미안2차APT,37.59904699,127.0292952,,버스정류장,
장위1동주민센터,37.6138345,127.0432923,,버스정류장,
빙그레슈퍼,37.60979944,127.0476355,,버스정류장,
월곡1동밤골경로당,37.60745021,127.0403957,,버스정류장,
새생명교회,37.61101212,127.0181948,,버스정류장,
도광사,37.61541605,127.001446,,버스정류장,
정수초교,37.60428859,127.0087128,,버스정류장,
홈마트,37.58931663,127.0200756,,버스정류장,
성신여대입구역,37.59351163,127.0162425,,버스정류장,
극동아파트후문,37.59604305,127.033515,,버스정류장,
고려대안암학사,37.59124163,127.030596,,버스정류장,
통일교회,37.59779459,127.0297741,,버스정류장,
장위1동치안센터,37.61381675,127.0455237,,버스정류장,
소망슈퍼,37.61086351,127.0482045,,버스정류장,
초림빌라,37.60745685,127.0410309,,버스정류장,
대림상가앞,37.61086427,127.0199167,,버스정류장,
현대아파트앞,37.6090719,127.0203041,,버스정류장,
산장아파트,37.61663487,127.0036396,,버스정류장,
그린빌라,37.60388219,127.0082054,,버스정류장,
삼선시장앞,37.58809732,127.0088867,,버스정류장,
종암아이파크2차정문,37.59690246,127.0326201,,버스정류장,
고려대아이스링크,37.59299439,127.0278121,,버스정류장,
그린마트,37.59802234,127.0310133,,버스정류장,
장위천주교앞,37.61261188,127.0489688,,버스정류장,
동덕여대후문,37.606631,127.040829,,버스정류장,
대림APT정문,37.6111359,127.0216692,,버스정류장,
래미안821동앞,37.60634913,127.0217735,,버스정류장,
정수빌라,37.6034651,127.0077703,,버스정류장,
한성대전철역입구,37.58804755,127.0067279,,버스정류장,
삼선시장,37.58812672,127.0091131,,버스정류장,
동방고개,37.61377967,127.0382756,,버스정류장,
정덕초교입구.이수아파트,37.59680807,127.0144183,,버스정류장,
현대홈마트,37.59774577,127.0329874,,버스정류장,
성북구의회,37.59454921,127.0264506,,버스정류장,
종암아이파크2차후문,37.59784027,127.0319599,,버스정류장,
꿈의숲아이파크아파트,37.61777403,127.051133,,버스정류장,
장위시장,37.61335268,127.0505775,,버스정류장,
두산아파트후문,37.6059433,127.0403773,,버스정류장,
파리바게트앞,37.61139247,127.0226541,,버스정류장,
길음시장입구,37.60513111,127.0222895,,버스정류장,
길음역출구,37.60211613,127.0244099,,버스정류장,
그린빌라,37.60370788,127.0082954,,버스정류장,
한신105동앞,37.59255798,127.0088913,,버스정류장,
장위동그린빌아파트,37.61786189,127.0429104,,버스정류장,
돈암지구대.현대아파트,37.5971877,127.0126956,,버스정류장,
개운중학교,37.59416665,127.0248907,,버스정류장,
성북노인정입구,37.59789187,127.0327759,,버스정류장,
어해랑앞,37.61401917,127.0528928,,버스정류장,
자산약국.월곡전철역입구.6호선,37.60433325,127.0392564,,버스정류장,
동부아파트.샘물교회앞,37.61183088,127.0238893,,버스정류장,
길음전철역,37.60408631,127.0244781,,버스정류장,
수녀원,37.61192236,127.0053041,,버스정류장,
정수초교,37.6041708,127.008779,,버스정류장,
고려대이공대,37.58619,127.025052,,버스정류장,
삼선교.한성대입구역,37.5894175,127.0050576,,버스정류장,
한신103동앞,37.59218695,127.0082744,,버스정류장,
북서울꿈의숲,37.61996873,127.0450814,,버스정류장,
돈암신일해피트리아파트,37.59778537,127.0109922,,버스정류장,
통일교회,37.597904,127.029723,,버스정류장,
풍림아파트.성신초교,37.59512554,127.023449,,버스정류장,
한미약국,37.59889682,127.0343969,,버스정류장,
세광빌라,37.61462427,127.0541403,,버스정류장,
래미안길음센터피스120동앞,37.61200146,127.0255438,,버스정류장,
중앙하이츠후문,37.60350384,127.0091607,,버스정류장,
고대병원,37.58615887,127.0271635,,버스정류장,
풍림106동,37.59757318,127.0220148,,버스정류장,
성북노인정입구,37.5980129,127.0328505,,버스정류장,
장위3동주민센터,37.61642057,127.0569645,,버스정류장,
관문약국,37.61562357,127.0552756,,버스정류장,
동덕여대부속유치원앞,37.60619432,127.0453974,,버스정류장,
영훈중.고후문,37.61252656,127.0274994,,버스정류장,
길음시장앞,37.60329898,127.0227102,,버스정류장,
월곡로데오거리,37.60499354,127.0437522,,버스정류장,
구.정릉3동주민센터,37.60950921,127.0059255,,버스정류장,
중앙하이츠정문,37.60270725,127.0107621,,버스정류장,
안암역,37.58623211,127.0297781,,버스정류장,
지하철4호선한성대역,37.5890831,127.0052477,,버스정류장,
참누리아파트,37.62292348,127.0478076,,버스정류장,
고명중고교,37.59853799,127.0202793,,버스정류장,
종암아이파크2차후문,37.59795043,127.031898,,버스정류장,
장위119안전센터,37.61524471,127.0581542,,버스정류장,
장곡시장,37.61809477,127.0470503,,버스정류장,
우리랜드사우나,37.61675772,127.056282,,버스정류장,
미아사거리전철역,37.61231476,127.0298479,,버스정류장,
길음시장입구,37.6047853,127.0225831,,버스정류장,
정든마을,37.609415,127.00732,,버스정류장,
국민은행장위동지점,37.6136089,127.0482,,버스정류장,
고대사거리,37.58630999,127.0322853,,버스정류장,
삼선교역2번출구,37.58861981,127.0067377,,버스정류장,
삼선교제1시장,37.58784444,127.0069315,,버스정류장,
개운초등학교,37.60136377,127.028777,,버스정류장,
브라운스톤,37.59928354,127.0179691,,버스정류장,
그린마트,37.59814008,127.0309842,,버스정류장,
월곡1동주민센터,37.61061033,127.0354213,,버스정류장,
래미안610동앞,37.60554257,127.0222389,,버스정류장,
수보약국,37.6086928,127.0078481,,버스정류장,
쌍다리,37.59348611,126.9958562,,버스정류장,
녹십자약국,37.58971388,127.0092237,,버스정류장,
삼선교제2시장,37.58783724,127.0086118,,버스정류장,
종암래미안,37.60179627,127.0297617,,버스정류장,
힐스테이트,37.5997825,127.0170131,,버스정류장,
현대백화점,37.6082414,127.0294804,,버스정류장,
래미안609동앞,37.60653581,127.0218265,,버스정류장,
오렌지마트,37.61137212,127.0093282,,버스정류장,
정릉시장입구,37.60829842,127.0098085,,버스정류장,
용광교회,37.592593,126.994842,,버스정류장,
삼영탕앞,37.58882421,127.0100603,,버스정류장,
성북세무서앞,37.58820983,127.0101002,,버스정류장,
종암아이파크1차정문,37.60223624,127.0303711,,버스정류장,
우성APT정문,37.60058351,127.015202,,버스정류장,
현대자동차길음지점,37.60660584,127.0279042,,버스정류장,
래미안501동앞,37.60868859,127.0206719,,버스정류장,
양씨가게앞,37.59255013,126.9925911,,버스정류장,
성북세무서앞,37.58787951,127.0104707,,버스정류장,
본교회앞,37.58870414,127.0115915,,버스정류장,
성북소방서,37.60261507,127.0309588,,버스정류장,
장위119안전센터,37.61484793,127.0587339,,버스정류장,
석계역,37.614717,127.064864,,버스정류장,
길음전철역,37.60416895,127.024135,,버스정류장,
길음1동주민센터.길음중앙새마을금고앞,37.60994915,127.0198021,,버스정류장,
국민은행사거리,37.61365539,127.0481967,,버스정류장,
슈퍼앞,37.59317286,126.9927697,,버스정류장,
한성대삼거리,37.58586111,127.0108976,,버스정류장,
고려삼계탕,37.58968112,127.014689,,버스정류장,
종암아이파크1차정문,37.60351463,127.0303546,,버스정류장,
꿈의숲대명루첸아파트,37.61964332,127.0479674,,버스정류장,
남대문중학교,37.61724169,127.0553773,,버스정류장,
남대문중학교,37.61761228,127.0552769,,버스정류장,
돈암힐스테이트.코오롱하늘채,37.59886839,127.0141817,,버스정류장,
고려슈퍼,37.59866638,127.0276498,,버스정류장,
장위3동주민센터,37.61625077,127.0573115,,버스정류장,
새생명교회,37.61101487,127.0183231,,버스정류장,
돈암코오롱하늘채.일신휴먼빌,37.59944141,127.0114009,,버스정류장,
서경대정문.대일외고,37.61296267,127.013049,,버스정류장,
노인정,37.59265282,126.9909645,,버스정류장,
(구)법화사,37.58459002,127.0109724,,버스정류장,
범양APT입구,37.60403643,127.0271372,,버스정류장,
선잠로3길입구,37.59591083,126.9971763,,버스정류장,
선잠로3길입구,37.59604484,126.9969398,,버스정류장,
원진프라자앞,37.59954606,127.0329897,,버스정류장,
대우APT정문.대림APT후문앞,37.61227874,127.0176418,,버스정류장,
선잠단지.성락원앞,37.59455488,126.9990603,,버스정류장,
선잠단지.성락원앞,37.5944951,126.9990653,,버스정류장,
팔각정,37.59237385,126.9922143,,버스정류장,
성북동성당,37.5952469,126.9978064,,버스정류장,
성북동성당,37.59519539,126.9977698,,버스정류장,
성북빌리지,37.59667531,126.9965706,,버스정류장,
성북빌리지,37.59662801,126.9965317,,버스정류장,
한양슈퍼앞,37.58358569,127.0110289,,버스정류장,
돈암초등학교,37.59150342,127.0124165,,버스정류장,
길음역,37.60448944,127.0255901,,버스정류장,
북악슈퍼,37.59750693,126.9949408,,버스정류장,
래미안장위퍼스트하이아파트,37.61860305,127.0512423,,버스정류장,
북악슈퍼,37.59742612,126.994957,,버스정류장,
우리랜드사우나,37.61670894,127.056126,,버스정류장,
대우APT211동앞,37.61302683,127.0168475,,버스정류장,
용광교회,37.59246924,126.994785,,버스정류장,
길상사,37.59828862,126.9938478,,버스정류장,
국민은행동소문동점,37.59039668,127.0103075,,버스정류장,
길상사,37.59831351,126.9937296,,버스정류장,
정릉꿈에그린아파트,37.60157195,127.0115088,,버스정류장,
정릉꿈에그린아파트,37.60160216,127.0113456,,버스정류장,
아리랑시장,37.60241804,127.0115105,,버스정류장,
아리랑시장,37.60242297,127.0113713,,버스정류장,
중앙하이츠빌아파트,37.60245665,127.0107042,,버스정류장,
세계문화유산정릉,37.6015915,127.0096788,,버스정류장,
정릉꿈에그린1단지,37.60220603,127.0108091,,버스정류장,
일신휴먼빌.우정아파트,37.60014225,127.0113281,,버스정류장,
돈암코오롱하늘채아파트,37.59897385,127.0112891,,버스정류장,
돈암코오롱하늘채아파트,37.59897289,127.0114073,,버스정류장,
힐스테이트입구,37.60617444,127.0275832,,버스정류장,
한국가구박물관입구,37.59977636,126.9922324,,버스정류장,
우리옛돌박물관.정법사,37.60068107,126.9902751,,버스정류장,
한국가구박물관입구,37.59975246,126.9921038,,버스정류장,
관문약국,37.61584845,127.0553383,,버스정류장,
쌍다리,37.59340325,126.9959856,,버스정류장,
삼선교,37.58911867,127.0074866,,버스정류장,
현대백화점별관주차장,37.60756289,127.0290789,,버스정류장,
세광빌라,37.61488191,127.054509,,버스정류장,
성가복지병원앞,37.60597266,127.0312882,,버스정류장,
꿈의숲코오롱하늘채아파트,37.61894329,127.0458005,,버스정류장,
어해랑앞,37.61407594,127.05292,,버스정류장,
고대병원,37.58621904,127.0270479,,버스정류장,
한신103동앞,37.59204303,127.0081944,,버스정류장,
성북소방서,37.60278569,127.0315193,,버스정류장,
장위시장,37.61340202,127.050591,,버스정류장,
생명의전화로터리,37.60388087,127.0378042,,버스정류장,
정릉시장입구.정릉약국,37.60842222,127.0097499,,버스정류장,
꿈의숲동문앞,37.62059869,127.0460835,,버스정류장,
꿈의숲대명루첸아파트,37.61920461,127.0470551,,버스정류장,
종암아이파크1차정문,37.60220842,127.0302861,,버스정류장,
돈암힐스테이트.코오롱하늘채,37.59878277,127.014317,,버스정류장,
자산약국.월곡전철역입구.6호선,37.60421494,127.0393442,,버스정류장,
수보약국,37.60874,127.0080333,,버스정류장,
종암래미안,37.60185791,127.0298305,,버스정류장,
장위천주교앞,37.61238516,127.0488595,,버스정류장,
월곡시장.동덕여대오거리,37.60417184,127.0426688,,버스정류장,
정든마을,37.60953281,127.0074073,,버스정류장,
용문중고교,37.58801693,127.0228971,,버스정류장,
개운초등학교,37.60122585,127.0284032,,버스정류장,
우성APT정문,37.6005738,127.0147978,,버스정류장,
나약국,37.61427194,127.041562,,버스정류장,
소망슈퍼,37.61103533,127.0482243,,버스정류장,
월곡로데오거리,37.60534054,127.0443385,,버스정류장,
대동슈퍼,37.61118585,127.005911,,버스정류장,
한진206동앞,37.59549401,127.0107214,,버스정류장,
죽림정사앞,37.5996419,127.0291524,,버스정류장,
쌍용APT,37.60005784,127.0164497,,버스정류장,
슈퍼앞,37.61571942,127.0424139,,버스정류장,
빙그레슈퍼,37.60997946,127.0476531,,버스정류장,
동아아파트정문앞,37.60689952,127.0461004,,버스정류장,
수녀원입구,37.61188881,127.0055293,,버스정류장,
홈마트,37.58934265,127.0202578,,버스정류장,
명신초.삼선푸르지오.힐스테이트,37.58229267,127.014584,,버스정류장,
브라운스톤,37.59932527,127.0176984,,버스정류장,
동아아파트,37.60803449,127.047309,,버스정류장,
월곡중학교입구,37.60762466,127.0470941,,버스정류장,
우남아파트,37.60533144,127.0461202,,버스정류장,
돈암시장,37.59135436,127.0135507,,버스정류장,
창신쌍용2단지.한성대후문,37.58143098,127.0127504,,버스정류장,
고명중고교,37.59846788,127.0203001,,버스정류장,
상월곡역,37.60688778,127.0477912,,버스정류장,
월곡초교,37.60911491,127.0461227,,버스정류장,
산장아파트,37.61660879,127.003396,,버스정류장,
동덕여대오거리,37.60435563,127.0423606,,버스정류장,
경동고입구,37.58780578,127.0175923,,버스정류장,
한신301동앞,37.59621565,127.0090098,,버스정류장,
낙산삼거리,37.58030012,127.0103438,,버스정류장,
풍림아파트,37.59742777,127.0220739,,버스정류장,
월곡중학교,37.606568,127.048814,,버스정류장,
월곡초등학교후문,37.61137062,127.0454671,,버스정류장,
도광사,37.61544251,127.0013248,,버스정류장,
경동고앞,37.58702639,127.0149101,,버스정류장,
구민회관201동앞,37.59552892,127.0091911,,버스정류장,
현대홈마트,37.59777412,127.03287,,버스정류장,
풍림아파트.성신초교,37.59529695,127.0230831,,버스정류장,
누구나교회,37.61190831,127.0448959,,버스정류장,
넓은마당,37.61473917,126.9997332,,버스정류장,
동덕여대정문앞,37.60587509,127.0412408,,버스정류장,
삼선노인정,37.58637504,127.0138717,,버스정류장,
한신113동앞,37.59446046,127.0085363,,버스정류장,
종암아이파크2차정문,37.59697205,127.032522,,버스정류장,
개운중학교,37.59413236,127.0250707,,버스정류장,
태광빌라,37.61221978,127.0439306,,버스정류장,
삼선초교,37.58531715,127.0130749,,버스정류장,
동구마케팅고후문,37.59358987,127.0083302,,버스정류장,
두산아파트3단지,37.60516899,127.0388477,,버스정류장,
극동아파트후문,37.59602375,127.033342,,버스정류장,
성북구의회,37.59453912,127.02608,,버스정류장,
장위1동노인정,37.61160201,127.043045,,버스정류장,
극동아파트정문,37.59541942,127.0342518,,버스정류장,
고려대아이스링크,37.59294421,127.0278038,,버스정류장,
하트마트편의점,37.61202055,127.041416,,버스정류장,
선경아파트,37.59436418,127.0343484,,버스정류장,
고려대안암학사,37.59128957,127.030011,,버스정류장,
종암중학교,37.59322779,127.0347565,,버스정류장,
고려대법과대학입구,37.59132396,127.0331541,,버스정류장,
종암로한진택배,37.59246356,127.0356958,,버스정류장,
성북세무서앞,37.5879161,127.0105229,,버스정류장,
꿈의숲대명루첸아파트,37.62119854,127.0457647,,버스정류장,
세레네티.래미안,37.59905651,127.0294145,,버스정류장,
양광교회.죽림정사앞,37.599571,127.029368,,버스정류장,
석관동주민센터,37.61306666,127.0612503,,버스정류장,
한신105동앞,37.59257222,127.0089906,,버스정류장,
한신108동앞,37.59353719,127.0094511,,버스정류장,
스카이프라자앞.111동앞,37.59449608,127.0104348,,버스정류장,
한진207동앞,37.59631325,127.010651,,버스정류장,
한진202동앞,37.59649893,127.0096085,,버스정류장,
한진204동앞,37.59640743,127.0099709,,버스정류장,
한진207동앞,37.5963516,127.0105275,,버스정류장,
스카이프라자앞.111동,37.5948654,127.0106214,,버스정류장,
한신108동앞,37.59392945,127.0097195,,버스정류장,
삼선동주민센터,37.59096138,127.0141976,,버스정류장,
수유3동우체국,37.64126603,127.0290061,,버스정류장,
수유3동우체국,37.64069667,127.0286314,,버스정류장,
수유역,37.63670243,127.0240534,,버스정류장,
수유역.강북구청,37.63752182,127.0251835,,버스정류장,
수유시장.성신여대미아캠퍼스앞,37.63122907,127.0241828,,버스정류장,
수유시장.성신여대미아캠퍼스앞,37.63056352,127.0246947,,버스정류장,
미아역.신일중고,37.62487126,127.0266556,,버스정류장,
미아역.신일중고,37.6241142,127.0271522,,버스정류장,
도봉세무서.성북시장,37.61970957,127.0287005,,버스정류장,
도봉세무서.성북시장,37.61883281,127.0292315,,버스정류장,
미아사거리역,37.61376514,127.0300023,,버스정류장,
미아사거리역,37.61289695,127.0302404,,버스정류장,
수유(강북구청)역,37.63852004,127.0260369,,버스정류장,
우이동도선사입구.북한산우이역,37.66256347,127.0128766,,버스정류장,
우이동성원아파트,37.66078475,127.0134647,,버스정류장,
우이동성원아파트,37.66134487,127.0134125,,버스정류장,
진성빌라사거리,37.65903074,127.0138514,,버스정류장,
서라벌중학교.우이동대우아파트,37.65400976,127.0127316,,버스정류장,
덕성여대솔밭근린공원,37.65142865,127.0127433,,버스정류장,
국립4.19민주묘지입구사거리,37.64914483,127.013825,,버스정류장,
국립4.19민주묘지입구사거리,37.64923902,127.0139035,,버스정류장,
국립4.19민주묘지입구사거리,37.64808912,127.0133931,,버스정류장,
국립4.19민주묘지입구사거리,37.64807286,127.0136377,,버스정류장,
국립419묘지삼거리.윤극영가옥,37.64629685,127.0105566,,버스정류장,
국립419묘지삼거리.윤극영가옥,37.64631962,127.0106498,,버스정류장,
인수동백운교회입구,37.64459721,127.0107613,,버스정류장,
인수동백운교회입구,37.64430506,127.0108934,,버스정류장,
인수중학교.극동아파트,37.64249458,127.0109446,,버스정류장,
인수중학교.극동아파트,37.64231405,127.0110129,,버스정류장,
서울영어마을수유캠프국립재활원입구,37.64018447,127.0117777,,버스정류장,
서울영어마을수유캠프국립재활원입구,37.6400528,127.0121331,,버스정류장,
인수동장미원,37.6450726,127.0156603,,버스정류장,
인수동장미원,37.64459006,127.0159448,,버스정류장,
가오리역,37.64176789,127.0166794,,버스정류장,
가오리역,37.64144241,127.0168721,,버스정류장,
북부성모의원,37.64687303,127.0173325,,버스정류장,
북부성모병원,37.64683473,127.0171811,,버스정류장,
수유2동주민센터우이시장,37.64518175,127.0195333,,버스정류장,
수유2동주민센터우이시장,37.64482293,127.0202473,,버스정류장,
광산사거리,37.64340672,127.0219618,,버스정류장,
광산사거리,37.64370632,127.021761,,버스정류장,
우이초등학교후문,37.63840216,127.0137146,,버스정류장,
우이초등학교후문,37.63842706,127.0138031,,버스정류장,
인수동청수탕입구,37.63730037,127.0130194,,버스정류장,
인수동청수탕입구,37.6365173,127.0130623,,버스정류장,
우이초등학교,37.63651786,127.0172629,,버스정류장,
우이초등학교,37.63659465,127.0173647,,버스정류장,
화계사입구.한신대학교대학원,37.63387864,127.0135942,,버스정류장,
화계사입구.한신대학교대학원,37.6338212,127.0139374,,버스정류장,
수유동삼양탕앞,37.63408325,127.0154413,,버스정류장,
수유동삼양탕앞,37.63391465,127.0148962,,버스정류장,
화계사입구사거리,37.63422115,127.016909,,버스정류장,
화계사입구사거리,37.6341063,127.0168546,,버스정류장,
강북노인종합복지관,37.63441052,127.0189988,,버스정류장,
강북노인종합복지관,37.63429927,127.0189735,,버스정류장,
신일병원,37.63471613,127.0225951,,버스정류장,
신일병원,37.634496,127.0212025,,버스정류장,
강북구청,37.64047627,127.0261562,,버스정류장,
강북구청,37.64044602,127.0263572,,버스정류장,
강북경찰서입구,37.6351505,127.0286861,,버스정류장,
강북경찰서입구,37.63513446,127.0292867,,버스정류장,
북부시장입구,37.63536295,127.0320177,,버스정류장,
북부시장입구,37.63532407,127.0322651,,버스정류장,
번동사거리,37.63613236,127.0353487,,버스정류장,
번동사거리,37.63602788,127.0353534,,버스정류장,
북부수도사업소,37.63442663,127.0359869,,버스정류장,
북부수도사업소,37.63489017,127.0352087,,버스정류장,
화계사입구,37.63338163,127.0175718,,버스정류장,
화계사입구,37.63352503,127.0176706,,버스정류장,
빨래골입구,37.6298648,127.0179151,,버스정류장,
빨래골입구,37.62995832,127.0180217,,버스정류장,
롯데마트삼양점.래미안1차아파트,37.62529774,127.0182625,,버스정류장,
롯데마트삼양점.래미안1차아파트,37.62529321,127.0183742,,버스정류장,
삼양초등학교,37.62327373,127.0189664,,버스정류장,
삼양초등학교,37.62332873,127.0190403,,버스정류장,
강북청소년문화정보도서관입구,37.62165403,127.0202824,,버스정류장,
강북청소년문화정보도서관입구,37.62071167,127.0206949,,버스정류장,
삼양동사거리,37.61810554,127.0214008,,버스정류장,
삼양동사거리,37.6185185,127.0213721,,버스정류장,
송천초등학교.미아뉴타운입구,37.61545811,127.0220942,,버스정류장,
송천초등학교.미아뉴타운입구,37.61410146,127.0222038,,버스정류장,
삼양동사거리,37.6192577,127.021816,,버스정류장,
삼양동사거리,37.61913022,127.021929,,버스정류장,
성암국제무역고등학교,37.61816431,127.025251,,버스정류장,
성암국제무역고등학교,37.61802053,127.0255685,,버스정류장,
삼양동사거리입구,37.61717199,127.0285424,,버스정류장,
삼양동사거리입구,37.61710063,127.0287671,,버스정류장,
강북보건소,37.63216308,127.0392964,,버스정류장,
신창교,37.63327342,127.0385509,,버스정류장,
강북보건소,37.63247982,127.0392219,,버스정류장,
번동주공4단지,37.63149902,127.0401098,,버스정류장,
초안교,37.63108591,127.0410662,,버스정류장,
번동주공3단지,37.62908338,127.0435478,,버스정류장,
번동주공3단지,37.62859595,127.0443538,,버스정류장,
번동주공1단지,37.62555007,127.0482017,,버스정류장,
번동주공1단지,37.62698181,127.0471329,,버스정류장,
오현초등학교,37.6233207,127.0481201,,버스정류장,
북서울꿈의숲,37.61911035,127.0443517,,버스정류장,
송중동한일유엔아이,37.61368248,127.0380711,,버스정류장,
창문여고앞,37.61214984,127.0360802,,버스정류장,
숭곡초등학교입구,37.61006595,127.0321633,,버스정류장,
강북청소년수련관,37.64570796,127.0068931,,버스정류장,
강북청소년수련관,37.64576185,127.0067889,,버스정류장,
국립4.19민주묘지,37.64680291,127.0089691,,버스정류장,
국립4.19민주묘지,37.64696013,127.0090539,,버스정류장,
강북중학교,37.64482078,127.0235875,,버스정류장,
한성운수차고지,37.63420908,127.0370753,,버스정류장,
광산사거리,37.64262219,127.0231013,,버스정류장,
광산사거리,37.64390197,127.022986,,버스정류장,
수유중앙시장,37.6403564,127.0226839,,버스정류장,
대한병원,37.63697099,127.0230585,,버스정류장,
삼성화재강북지점,37.63555277,127.024855,,버스정류장,
강북구청사거리,37.63890942,127.0284022,,버스정류장,
강북구청사거리,37.63893894,127.0285739,,버스정류장,
수송초등학교,37.63692731,127.0315199,,버스정류장,
수송초등학교,37.63697148,127.0316657,,버스정류장,
수유중학교혜화여고,37.63192821,127.0136359,,버스정류장,
혜화여고,37.63162194,127.0137526,,버스정류장,
서울정인학교,37.62922847,127.0129564,,버스정류장,
우광타운,37.62917998,127.0130182,,버스정류장,
구세군강북종합사회복지관입구,37.62477604,127.0124107,,버스정류장,
구세군강북종합사회복지관입구,37.62488251,127.0124775,,버스정류장,
미양중고등학교.팔팔?미송경로당,37.6229772,127.0132479,,버스정류장,
미양중고등학교.팔팔?미송경로당,37.62327233,127.013069,,버스정류장,
동북프라자,37.6199269,127.0182473,,버스정류장,
동북시장,37.61992699,127.0189018,,버스정류장,
두산위브아파트입구,37.6200425,127.0163597,,버스정류장,
두산위브아파트입구,37.62011827,127.0161919,,버스정류장,
삼각산동SK아파트북한산시티미양초등학교,37.62018472,127.0127409,,버스정류장,
삼양동벽산라이브파크미양초등학교,37.620247,127.0128985,,버스정류장,
SK아파트.벽산아파트상가,37.6198083,127.0111331,,버스정류장,
SK아파트.벽산아파트상가,37.61999536,127.0112933,,버스정류장,
솔샘터널,37.61867721,127.0090651,,버스정류장,
번동주공아파트3단지4단지,37.62943482,127.0401497,,버스정류장,
번동주공아파트3단지4단지,37.62998993,127.0409472,,버스정류장,
번동초등학교,37.62897262,127.0397988,,버스정류장,
번동한솔솔파크,37.627549,127.0380131,,버스정류장,
번동한솔솔파크,37.62749613,127.0378721,,버스정류장,
번동해모로아파트,37.62664859,127.0369898,,버스정류장,
번동해모로아파트,37.62688761,127.0371403,,버스정류장,
강북문화정보도서관,37.62507352,127.0372674,,버스정류장,
강북문화정보도서관,37.62590258,127.0368187,,버스정류장,
동문굿모닝힐,37.62354167,127.0376836,,버스정류장,
동문굿모닝힐,37.62374673,127.0375377,,버스정류장,
북서울꿈의숲,37.62258343,127.0375668,,버스정류장,
꿈의숲롯데캐슬아파트,37.61832246,127.0359444,,버스정류장,
꿈의숲롯데캐슬아파트,37.6186236,127.0360478,,버스정류장,
경남아너스빌.꿈의숲해링턴아파트,37.61656251,127.0343004,,버스정류장,
경남아너스빌.꿈의숲해링턴아파트,37.61659214,127.0346057,,버스정류장,
송중초등학교,37.61640479,127.0314073,,버스정류장,
송중초등학교,37.61644712,127.0316606,,버스정류장,
수유3동우체국,37.63998508,127.0276399,,버스정류장,
수유3동우체국,37.64019064,127.0280939,,버스정류장,
수유역.노스페이스문화센터,37.63907062,127.0268646,,버스정류장,
수유역.강북구청,37.6376635,127.0251042,,버스정류장,
미아역신일중고,37.62740172,127.0256371,,버스정류장,
영신여객차고지(우이동종점),37.662891,127.011727,,버스정류장,
영신여객차고지(우이동종점),37.663008,127.011697,,버스정류장,
미아사거리역,37.6153917,127.0298895,,버스정류장,
미아사거리역,37.61176961,127.0304052,,버스정류장,
한신대학교,37.63538765,127.0131613,,버스정류장,
수유사거리,37.63477114,127.0242139,,버스정류장,
수유사거리,37.63488491,127.024572,,버스정류장,
송중동주민센터앞,37.61606379,127.0334468,,버스정류장,
송중동경남아너스빌정문,37.61332943,127.0341744,,버스정류장,
북서울꿈의숲,37.62271988,127.0376946,,버스정류장,
수유역.강북구청,37.63858959,127.0261124,,버스정류장,
강북구보건소삼각산분소,37.61798007,127.0154101,,버스정류장,
강북구보건소삼각산분소,37.61746846,127.0152998,,버스정류장,
삼각산동삼각산아이원아파트후문,37.61636231,127.0188483,,버스정류장,
삼각산동삼각산아이원아파트후문,37.61641624,127.0186097,,버스정류장,
롯데백화점미아점,37.614651,127.030862,,버스정류장,
우이동주민센터입구,37.64775717,127.01232,,버스정류장,
솔샘터널,37.61882836,127.0088787,,버스정류장,
우이동도선사입구,37.663195,127.012614,,버스정류장,
우이동차고지기점,37.66299102,127.0120971,,버스정류장,
한성운수종점,37.6346494,127.0354554,,버스정류장,
화계사입구.종점,37.63290762,127.0136199,,버스정류장,
SK아파트벽산아파트상가,37.61976815,127.0110569,,버스정류장,
우이동차고지종점,37.66310022,127.0120406,,버스정류장,
삼각산동삼각산아이원아파트정문,37.61625502,127.0167183,,버스정류장,
삼각산동삼각산아이원아파트정문,37.61641139,127.0164631,,버스정류장,
삼각산고.래미안트리베라,37.61448973,127.0216601,,버스정류장,
삼각산고.래미안트리베라,37.61444303,127.021411,,버스정류장,
방천시장입구,37.61154404,127.0326976,,버스정류장,
화계사입구.한신대학교대학원,37.63313536,127.0135371,,버스정류장,
미아사거리역.롯데백화점,37.61407732,127.0301831,,버스정류장,
삼각산119안전센터,37.61984829,127.0151915,,버스정류장,
삼각산119안전센터,37.61976787,127.0152981,,버스정류장,
무량사입구,37.64622975,127.0079281,,버스정류장,
무량사입구,37.64628738,127.0078311,,버스정류장,
꿈의숲주차장입구,37.62082409,127.0454331,,버스정류장,
수유중앙시장,37.64090049,127.0224863,,버스정류장,
대한병원,37.63691341,127.0229306,,버스정류장,
우이동,37.66296619,127.0126357,,버스정류장,
미송경로당,37.62415158,127.0126477,,버스정류장,
번동초교.솔그린APT.하나은행,37.62893997,127.0396307,,버스정류장,
연일슈퍼,37.62892292,127.0303279,,버스정류장,
